hex50_id,area,year,week_bin,num_observations_flowering,uniqueFloweringSpecies,num_observations_total,uniqueObsSpecies,obsFlowerRatioCheck,log_area,resid,fitted,superBloomCandidate
947,2165063509.4611,2023,14,234,86,301,109,TRUE,21.4957155330566,2.63215373626908,101.722646289418,TRUE
948,1971540989.50952,2017,12,17,17,19,19,TRUE,21.4020813025999,2.31579737802346,7.02108355621729,TRUE
976,2165063509.46109,2023,6,185,31,238,41,TRUE,21.4957155330566,5.0630140890221,52.1307410314431,TRUE
981,1520587539.86406,2023,20,148,80,183,103,TRUE,21.1423626371594,2.88268173587419,60.5689113306949,TRUE
981,1520587539.86406,2023,21,113,59,172,94,TRUE,21.1423626371594,2.16156131919059,54.1548166606215,TRUE
981,1520587539.86406,2023,19,126,59,157,75,TRUE,21.1423626371594,2.38052127457805,57.4244102651912,TRUE
1006,2165063509.46109,2023,5,104,23,164,37,TRUE,21.4957155330566,3.78089926877421,35.4095683252551,TRUE
1006,2165063509.46109,2023,9,200,28,228,34,TRUE,21.4957155330566,4.17765769100402,64.7778518475548,TRUE
1007,2165063509.46109,2023,13,205,63,264,81,TRUE,21.4957155330566,2.31288206959435,95.6106844169217,TRUE
1007,2165063509.46109,2023,10,149,61,225,84,TRUE,21.4957155330566,2.06486814783007,73.4719959008194,TRUE
1030,2165063509.46109,2018,6,62,39,102,65,TRUE,21.4957155330566,2.78604413953723,25.2232672683089,TRUE
1036,2165063509.46108,2022,13,201,71,271,98,TRUE,21.4957155330566,2.73131036807544,85.3664080939012,TRUE
1036,2165063509.46108,2023,13,209,52,296,82,TRUE,21.4957155330566,2.07537075630298,103.209590286558,TRUE
1036,2165063509.46108,2022,10,172,65,330,129,TRUE,21.4957155330566,2.03015090765077,85.7116194047284,TRUE
1036,2165063509.46108,2023,12,240,60,322,82,TRUE,21.4957155330566,2.54941707939513,106.269346353857,TRUE
1036,2165063509.46108,2019,2,47,27,83,42,TRUE,21.4957155330566,2.81298184005853,18.7356270715326,TRUE
1036,2165063509.46108,2023,10,237,78,368,121,TRUE,21.4957155330566,2.53546628093808,105.251008508496,TRUE
1036,2165063509.46108,2023,9,193,49,303,83,TRUE,21.4957155330566,2.58044250590393,84.6493678334019,TRUE
1036,2165063509.46108,2023,11,304,72,408,95,TRUE,21.4957155330566,3.07554369982148,120.895823155759,TRUE
1065,2165063509.4611,2023,11,105,41,126,56,TRUE,21.4957155330566,3.51964952765645,37.5305159767942,TRUE
1065,2165063509.4611,2023,10,134,42,222,68,TRUE,21.4957155330566,2.94967048943766,53.9674425057095,TRUE
1065,2165063509.4611,2019,10,60,29,63,33,TRUE,21.4957155330566,3.29509543490702,21.8699794347181,TRUE
1094,2049101800.52172,2020,8,78,43,107,59,TRUE,21.4406673884837,3.00779806234545,30.5386016455599,TRUE
1094,2049101800.52172,2020,10,65,39,84,53,TRUE,21.4406673884837,2.29677591501824,29.6963940543494,TRUE
1094,2049101800.52172,2019,1,31,20,55,37,TRUE,21.4406673884837,2.9554162691476,11.5972248934978,TRUE
1094,2049101800.52172,2020,1,13,7,13,11,TRUE,21.4406673884837,3.53338377578543,3.70494706651459,TRUE
1094,2049101800.52172,2019,13,92,49,107,62,TRUE,21.4406673884837,2.1847471371979,43.6456366283108,TRUE
1094,2049101800.52172,2019,17,108,40,138,59,TRUE,21.4406673884837,2.13060231189048,52.1088993601224,TRUE
1096,801188642.935398,2019,5,23,20,25,22,TRUE,20.5016069878355,2.83927269464649,8.57651617558268,TRUE
1096,801188642.935398,2023,13,133,54,182,73,TRUE,20.5016069878355,2.11608081188883,64.6439949391198,TRUE
1096,801188642.935398,2023,14,332,64,459,89,TRUE,20.5016069878355,3.09075076217286,131.7507211913,TRUE
1125,1264355238.15318,2020,9,35,27,38,29,TRUE,20.9578281368196,2.16933678295515,16.0449644734783,TRUE
1154,804097595.104872,2023,11,189,73,282,110,TRUE,20.5052312079664,2.04386476148771,93.9636605601442,TRUE
